,gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
SRSF4.1,SRSF4,9.67E-08,-0.655646288,0.154,0.247,0.00184723,B cell
B3GNT2.1,B3GNT2,9.79E-08,-0.461668129,0.045,0.128,0.001869564,B cell
NHSL2.1,NHSL2,1.00E-07,-0.823941702,0.306,0.358,0.001916221,B cell
WASF2,WASF2,1.06E-07,-0.773257077,0.223,0.3,0.002026203,B cell
PSME2.1,PSME2,1.07E-07,-0.844759015,0.768,0.59,0.002042767,B cell
PSMA3-AS1.1,PSMA3-AS1,1.09E-07,-0.707653914,0.141,0.234,0.002089164,B cell
NUDT5.1,NUDT5,1.11E-07,-0.546607082,0.1,0.194,0.002117789,B cell
DENND2D.1,DENND2D,1.11E-07,-0.402890331,0.026,0.1,0.002117825,B cell
CD164.1,CD164,1.12E-07,-0.893330447,0.353,0.383,0.002146996,B cell
RFTN1.1,RFTN1,1.14E-07,-0.366288978,0.03,0.106,0.002178724,B cell
SASH3.1,SASH3,1.16E-07,-0.388593841,0.028,0.103,0.002212194,B cell
RBL2.1,RBL2,1.18E-07,-0.576852687,0.05,0.134,0.002260665,B cell
SAE1.1,SAE1,1.20E-07,-0.331478255,0.028,0.103,0.002298278,B cell
HTATIP2,HTATIP2,1.22E-07,-0.355861439,0.048,0.132,0.002323495,B cell
SEPT6.1,6-Sep,1.22E-07,-0.937867346,0.31,0.357,0.002336403,B cell
ZNRD1.1,ZNRD1,1.23E-07,-0.598693235,0.087,0.179,0.002349947,B cell
STX10,STX10,1.25E-07,-0.464295903,0.061,0.148,0.002385629,B cell
CHCHD5,CHCHD5,1.25E-07,-0.542452333,0.096,0.189,0.002393859,B cell
NONO.1,NONO,1.27E-07,-0.773808795,0.206,0.284,0.002428911,B cell
SMAP2,SMAP2,1.32E-07,-0.695479716,0.182,0.268,0.002516792,B cell
APLP2,APLP2,1.34E-07,-0.718682385,0.16,0.249,0.002567372,B cell
ABHD14B,ABHD14B,1.35E-07,-0.49135834,0.072,0.162,0.002583488,B cell
ACAA2.1,ACAA2,1.38E-07,-0.5384454,0.085,0.176,0.00263706,B cell
APOBEC3G.1,APOBEC3G,1.38E-07,-0.897189332,0.158,0.247,0.002645597,B cell
TADA3,TADA3,1.39E-07,-0.484359325,0.091,0.182,0.002652783,B cell
SRRT.1,SRRT,1.42E-07,-0.653769297,0.085,0.176,0.002712458,B cell
SMC2.1,SMC2,1.44E-07,-0.442103549,0.032,0.108,0.002746375,B cell
LPIN2.1,LPIN2,1.45E-07,-0.489081469,0.03,0.105,0.002774284,B cell
PYURF,PYURF,1.55E-07,-0.729810779,0.247,0.316,0.00296377,B cell
ATP6V1H,ATP6V1H,1.58E-07,-0.520000128,0.082,0.172,0.003020896,B cell
MAP4K1.1,MAP4K1,1.59E-07,-0.472297699,0.054,0.138,0.003034953,B cell
EFCAB14,EFCAB14,1.60E-07,-0.508301215,0.063,0.15,0.003052243,B cell
ISG20L2,ISG20L2,1.61E-07,-0.541354259,0.067,0.154,0.003069388,B cell
PDE4A,PDE4A,1.62E-07,-0.386035871,0.035,0.114,0.003087811,B cell
ETV3,ETV3,1.63E-07,-0.514095255,0.054,0.138,0.003107316,B cell
GOLGA7,GOLGA7,1.67E-07,-0.554809317,0.089,0.179,0.003193776,B cell
CSDE1,CSDE1,1.68E-07,-0.840679401,0.377,0.399,0.003214178,B cell
RNPS1.1,RNPS1,1.72E-07,-0.755418052,0.221,0.297,0.003279793,B cell
SLC31A2,SLC31A2,1.74E-07,-0.301786888,0.03,0.105,0.003325131,B cell
LINC00116.1,LINC00116,1.79E-07,-0.4533886,0.071,0.159,0.003421071,B cell
DNAJC8.1,DNAJC8,1.92E-07,-0.901376774,0.306,0.354,0.003664958,B cell
NFAT5,NFAT5,2.00E-07,-0.611681731,0.074,0.162,0.003825061,B cell
SLC38A1.1,SLC38A1,2.01E-07,-0.888867659,0.148,0.236,0.003841895,B cell
EVI2B,EVI2B,2.01E-07,-0.927321249,0.481,0.448,0.003847587,B cell
TAF15.1,TAF15,2.01E-07,-0.537271521,0.072,0.16,0.003849055,B cell
PPP2CA,PPP2CA,2.04E-07,-0.698940621,0.197,0.278,0.003897635,B cell
CBX5.1,CBX5,2.05E-07,-0.574833587,0.078,0.166,0.003918616,B cell
LY6E.1,LY6E,2.06E-07,-1.028791008,0.442,0.431,0.003927146,B cell
MFSD1,MFSD1,2.13E-07,-0.525079299,0.087,0.176,0.004071758,B cell
CCT4.1,CCT4,2.15E-07,-0.85917064,0.297,0.349,0.004101607,B cell
TSC22D4.1,TSC22D4,2.18E-07,-0.663202216,0.121,0.211,0.004157181,B cell
CORO7,CORO7,2.23E-07,-0.426979198,0.032,0.106,0.004266963,B cell
ATP5B,ATP5B,2.29E-07,-0.876303565,0.473,0.441,0.004371652,B cell
PPP4R3A.1,PPP4R3A,2.35E-07,-0.605575308,0.089,0.179,0.004498946,B cell
ABHD17A.1,ABHD17A,2.37E-07,-0.451417526,0.043,0.122,0.004521403,B cell
CRLF3,CRLF3,2.47E-07,-0.327180278,0.028,0.1,0.004724747,B cell
MIF.1,MIF,2.49E-07,-0.881794613,0.306,0.36,0.004750065,B cell
MRPL23,MRPL23,2.53E-07,-0.499888404,0.109,0.199,0.004824544,B cell
LTA4H.1,LTA4H,2.65E-07,-0.619756533,0.089,0.178,0.005054033,B cell
TBC1D1,TBC1D1,2.77E-07,-0.395455981,0.045,0.125,0.005300055,B cell
MGEA5.1,MGEA5,2.93E-07,-0.818709362,0.161,0.246,0.005603035,B cell
WDFY2,WDFY2,2.96E-07,-0.413267484,0.035,0.111,0.005647753,B cell
PDCD6IP,PDCD6IP,3.01E-07,-0.449388371,0.059,0.143,0.0057456,B cell
LAMP1,LAMP1,3.02E-07,-0.293392217,0.03,0.103,0.005765151,B cell
PLAC8,PLAC8,3.04E-07,-0.644189595,0.056,0.138,0.005804903,B cell
PRPF38A.1,PRPF38A,3.11E-07,-0.56987607,0.093,0.18,0.005933614,B cell
MAP2K1.1,MAP2K1,3.15E-07,-0.467145819,0.076,0.163,0.006009317,B cell
RAB1B,RAB1B,3.19E-07,-0.363528098,0.043,0.121,0.006097983,B cell
CST3.1,CST3,3.27E-07,-3.857384684,0.289,0.336,0.006254217,B cell
CCDC186,CCDC186,3.29E-07,-0.30747658,0.314,0.148,0.006277705,B cell
USP1.1,USP1,3.31E-07,-0.572217817,0.078,0.164,0.006314624,B cell
CAPNS1,CAPNS1,3.32E-07,-0.451493202,0.071,0.156,0.006341615,B cell
SPI1.1,SPI1,3.45E-07,-0.577366898,0.091,0.178,0.006588518,B cell
UBE2L3,UBE2L3,3.47E-07,-0.860670049,0.34,0.37,0.006620294,B cell
SERPINH1.1,SERPINH1,3.51E-07,-1.268004933,0.078,0.164,0.006711574,B cell
POLE3.1,POLE3,3.58E-07,-0.522554102,0.089,0.176,0.006830739,B cell
RALB,RALB,3.59E-07,-0.2974847,0.03,0.102,0.006858625,B cell
OAZ2,OAZ2,3.61E-07,-0.60238434,0.115,0.202,0.006899889,B cell
MAF1.1,MAF1,3.66E-07,-0.628887765,0.135,0.223,0.006992338,B cell
EPC1.1,EPC1,3.74E-07,-0.873548671,0.213,0.288,0.007148486,B cell
YWHAH.1,YWHAH,3.84E-07,-0.549296096,0.082,0.167,0.007338365,B cell
PRDX6,PRDX6,3.84E-07,-0.815176611,0.327,0.362,0.007341248,B cell
HSPA9.1,HSPA9,3.86E-07,-0.776290501,0.217,0.29,0.007380069,B cell
RBCK1,RBCK1,4.10E-07,-0.600459516,0.152,0.239,0.007833243,B cell
GRPEL1,GRPEL1,4.14E-07,-0.519171954,0.076,0.162,0.007908648,B cell
SAFB.1,SAFB,4.24E-07,-0.57743343,0.089,0.176,0.008105478,B cell
NAPRT,NAPRT,4.28E-07,-0.388452331,0.059,0.141,0.008168774,B cell
ATP1B1,ATP1B1,4.50E-07,-0.446722112,0.045,0.122,0.008598181,B cell
MIER1.1,MIER1,4.63E-07,-0.635173283,0.1,0.188,0.008842612,B cell
CNOT2.1,CNOT2,4.65E-07,-0.554217477,0.082,0.167,0.00888464,B cell
ROMO1.1,ROMO1,4.66E-07,-0.762280211,0.223,0.294,0.008900296,B cell
RSBN1.1,RSBN1,4.94E-07,-0.52514353,0.067,0.15,0.009439575,B cell
EIF5,EIF5,4.95E-07,-0.70754893,0.66,0.547,0.009460399,B cell
DYNC1LI1,DYNC1LI1,4.96E-07,-0.353733715,0.045,0.122,0.009470982,B cell
RECQL.1,RECQL,5.09E-07,-0.550660277,0.05,0.13,0.009724716,B cell
RAB14,RAB14,5.10E-07,-0.530358715,0.095,0.18,0.009741034,B cell
RBM14.1,RBM14,5.12E-07,-0.387733127,0.041,0.116,0.009789726,B cell
SUPT4H1,SUPT4H1,5.13E-07,-0.739327238,0.273,0.326,0.009802998,B cell
POLR3GL.1,POLR3GL,5.16E-07,-0.615776575,0.109,0.197,0.009856949,B cell
ZFYVE16,ZFYVE16,5.19E-07,-0.381169685,0.043,0.119,0.009921801,B cell
CISD3,CISD3,5.29E-07,-0.397378666,0.052,0.131,0.01009992,B cell
STRA13,STRA13,5.33E-07,-0.616554053,0.119,0.204,0.01019198,B cell
STAG2.1,STAG2,5.45E-07,-0.683850656,0.132,0.218,0.010406662,B cell
HACD4,HACD4,5.91E-07,-0.433612107,0.069,0.151,0.01129326,B cell
IK.1,IK,5.98E-07,-0.871449592,0.319,0.358,0.011419221,B cell
AP2M1,AP2M1,6.08E-07,-0.7614473,0.302,0.344,0.011616204,B cell
TMC6.1,TMC6,6.23E-07,-0.613245041,0.104,0.189,0.011903339,B cell
NXT1.1,NXT1,6.26E-07,-0.582453901,0.102,0.188,0.011969853,B cell
NDUFB1,NDUFB1,6.32E-07,-0.857971263,0.427,0.418,0.012067298,B cell
TMBIM1,TMBIM1,6.37E-07,-0.368497201,0.03,0.1,0.012163742,B cell
HMGXB4.1,HMGXB4,6.76E-07,-0.417172806,0.05,0.128,0.012923237,B cell
RSU1,RSU1,6.81E-07,-0.454296516,0.08,0.164,0.013018745,B cell
FKBP4.1,FKBP4,6.82E-07,-0.851687373,0.187,0.265,0.013033791,B cell
MAP4.1,MAP4,6.83E-07,-0.577339838,0.089,0.173,0.013049706,B cell
FAM111A,FAM111A,6.92E-07,-0.404278493,0.033,0.105,0.013215607,B cell
LSM2.1,LSM2,6.93E-07,-0.686497454,0.167,0.247,0.013248618,B cell
PBDC1.1,PBDC1,7.11E-07,-0.441994499,0.056,0.135,0.013582868,B cell
FNTA,FNTA,7.13E-07,-0.429056723,0.061,0.143,0.013621372,B cell
ATG3,ATG3,7.26E-07,-0.593967652,0.15,0.231,0.013878406,B cell
CD9.1,CD9,7.28E-07,-0.356370821,0.284,0.137,0.013906394,B cell
PHB2,PHB2,7.49E-07,-0.652030629,0.195,0.269,0.014318372,B cell
ZMAT2.1,ZMAT2,7.62E-07,-0.731645353,0.18,0.258,0.014567841,B cell
NCOR1.1,NCOR1,7.69E-07,-0.760262796,0.219,0.291,0.014687933,B cell
EIF4A3,EIF4A3,7.87E-07,-0.879445645,0.267,0.329,0.015030255,B cell
SEPT11.1,11-Sep,7.96E-07,-0.551532171,0.085,0.169,0.015209888,B cell
ANKRD12.1,ANKRD12,8.15E-07,-1.035266167,0.423,0.421,0.015573452,B cell
TSEN54.1,TSEN54,8.19E-07,-0.415448877,0.039,0.112,0.015645331,B cell
PEBP1,PEBP1,8.24E-07,-0.867066808,0.464,0.432,0.015739453,B cell
KIF5B,KIF5B,8.71E-07,-0.632723407,0.165,0.246,0.016650237,B cell
PSMC5,PSMC5,8.75E-07,-0.705976995,0.228,0.295,0.016711891,B cell
HDAC2,HDAC2,8.84E-07,-0.427916793,0.069,0.15,0.01688412,B cell
RARA,RARA,9.15E-07,-0.447534862,0.059,0.138,0.017482218,B cell
VPS29,VPS29,9.28E-07,-0.781834448,0.275,0.325,0.017723266,B cell
PURB,PURB,9.32E-07,-0.351152794,0.037,0.109,0.017815898,B cell
GLTP,GLTP,9.37E-07,-0.42214403,0.05,0.127,0.017901166,B cell
IFITM1.1,IFITM1,1.01E-06,-0.603757984,0.032,0.1,0.019228103,B cell
SNHG15,SNHG15,1.01E-06,-0.691127795,0.113,0.198,0.019243411,B cell
HIF1A,HIF1A,1.01E-06,-0.604054096,0.108,0.191,0.019322386,B cell
DOCK8.1,DOCK8,1.04E-06,-0.736827916,0.148,0.23,0.019920778,B cell
MTCH2,MTCH2,1.07E-06,-0.438335915,0.076,0.157,0.020462407,B cell
CCT5.1,CCT5,1.09E-06,-0.664002103,0.137,0.218,0.020842325,B cell
FLI1,FLI1,1.09E-06,-0.390717381,0.043,0.116,0.020846314,B cell
NUCB1,NUCB1,1.10E-06,-0.592504624,0.152,0.233,0.02104503,B cell
EIF1B,EIF1B,1.14E-06,-0.748926138,0.236,0.298,0.021860744,B cell
TAX1BP3,TAX1BP3,1.18E-06,-0.290664729,0.032,0.1,0.022520313,B cell
SUPT16H.1,SUPT16H,1.20E-06,-0.634671307,0.087,0.169,0.022990642,B cell
HERPUD2.1,HERPUD2,1.20E-06,-0.493466018,0.072,0.153,0.02299176,B cell
XPO1.1,XPO1,1.23E-06,-0.627813368,0.085,0.167,0.023524668,B cell
VPS35,VPS35,1.24E-06,-0.476202782,0.089,0.172,0.023641808,B cell
POLR2E,POLR2E,1.27E-06,-0.633982309,0.158,0.236,0.024220563,B cell
CD47,CD47,1.27E-06,-0.829027884,0.417,0.412,0.02432814,B cell
TIMM10,TIMM10,1.28E-06,-0.512113444,0.078,0.159,0.024471208,B cell
CASP4.1,CASP4,1.32E-06,-0.797035649,0.219,0.285,0.025194579,B cell
LNPEP.1,LNPEP,1.32E-06,-0.629539783,0.087,0.169,0.025265261,B cell
APOL6,APOL6,1.39E-06,-0.338158794,0.39,0.198,0.026484798,B cell
SYNGR2,SYNGR2,1.39E-06,-0.578716484,0.158,0.239,0.026524406,B cell
OLA1,OLA1,1.39E-06,-0.502733153,0.102,0.185,0.02657784,B cell
SF3B5,SF3B5,1.42E-06,-0.781406702,0.425,0.418,0.02710888,B cell
MED13,MED13,1.45E-06,-0.452490317,0.059,0.137,0.027611629,B cell
STXBP2,STXBP2,1.47E-06,-0.754061825,0.119,0.201,0.028168766,B cell
THOC6,THOC6,1.49E-06,-0.363615615,0.043,0.115,0.028488233,B cell
COX20.1,COX20,1.53E-06,-0.635620695,0.145,0.224,0.029267128,B cell
CNOT6L.1,CNOT6L,1.55E-06,-0.855275705,0.121,0.201,0.029603883,B cell
CYB561A3,CYB561A3,1.56E-06,-0.323920392,0.033,0.102,0.029845658,B cell
PPIE.1,PPIE,1.57E-06,-0.433732367,0.052,0.127,0.030075675,B cell
ARL5B,ARL5B,1.59E-06,-0.422920217,0.054,0.13,0.030294637,B cell
HMGA1,HMGA1,1.60E-06,-0.64340525,0.176,0.253,0.030581972,B cell
RALGAPA1.1,RALGAPA1,1.60E-06,-0.749834808,0.141,0.221,0.030617861,B cell
ICAM3,ICAM3,1.60E-06,-0.252655987,0.714,0.36,0.030664643,B cell
HERC4.1,HERC4,1.61E-06,-0.508131228,0.061,0.138,0.030723901,B cell
PDCD6,PDCD6,1.62E-06,-0.657364827,0.189,0.263,0.030930289,B cell
NDUFA11,NDUFA11,1.63E-06,-0.772590838,0.573,0.488,0.031120753,B cell
PNN.1,PNN,1.65E-06,-0.85018202,0.245,0.304,0.031504138,B cell
USP9X,USP9X,1.67E-06,-0.403289565,0.046,0.119,0.031995786,B cell
KDSR,KDSR,1.68E-06,-0.464481133,0.058,0.134,0.032159963,B cell
ACP5,ACP5,1.80E-06,-0.654002485,0.08,0.159,0.034406517,B cell
STRAP,STRAP,1.81E-06,-0.697060626,0.221,0.285,0.034521092,B cell
EIF1AX,EIF1AX,1.83E-06,-0.846318149,0.301,0.339,0.035022637,B cell
FNBP4.1,FNBP4,1.90E-06,-0.685463389,0.128,0.208,0.036340321,B cell
APOL3.1,APOL3,1.93E-06,-0.452421407,0.063,0.14,0.036843172,B cell
EIF4EBP2,EIF4EBP2,1.95E-06,-0.501497292,0.078,0.157,0.037177076,B cell
CREBL2,CREBL2,1.96E-06,-0.369841244,0.05,0.124,0.037438282,B cell
PANK2,PANK2,2.00E-06,-0.388022447,0.039,0.109,0.038279157,B cell
MAD1L1,MAD1L1,2.01E-06,-0.387520572,0.035,0.103,0.038382512,B cell
SFT2D2,SFT2D2,2.01E-06,-0.36617273,0.045,0.116,0.03849428,B cell
KIAA1033,KIAA1033,2.02E-06,-0.372574389,0.046,0.119,0.038609311,B cell
EIF3A.1,EIF3A,2.02E-06,-0.958941457,0.464,0.431,0.038635836,B cell
MKNK1,MKNK1,2.04E-06,-0.352433712,0.037,0.106,0.039042231,B cell
NFKBIA.1,NFKBIA,2.07E-06,-1.341974478,0.733,0.59,0.039532991,B cell
CTR9.1,CTR9,2.11E-06,-0.545662883,0.074,0.153,0.040407561,B cell
C1orf35.1,C1orf35,2.12E-06,-0.507008729,0.067,0.144,0.040444581,B cell
PBXIP1.1,PBXIP1,2.13E-06,-0.86434098,0.124,0.204,0.040703208,B cell
RP11-347P5.1.1,RP11-347P5.1,2.18E-06,-0.584860198,0.061,0.137,0.041630672,B cell
PRPF8,PRPF8,2.18E-06,-0.421426181,0.054,0.128,0.041646643,B cell
BTF3L4,BTF3L4,2.19E-06,-0.543994925,0.126,0.207,0.041821123,B cell
CCNT1.1,CCNT1,2.19E-06,-0.445747793,0.046,0.118,0.041918286,B cell
GLRX3,GLRX3,2.22E-06,-0.437363268,0.082,0.162,0.042491662,B cell
ATG12.1,ATG12,2.27E-06,-0.615398356,0.113,0.194,0.043453625,B cell
FBXO34,FBXO34,2.30E-06,-0.373839687,0.046,0.118,0.043962917,B cell
DGUOK.1,DGUOK,2.37E-06,-0.683121194,0.186,0.256,0.045288841,B cell
LINC00869.1,LINC00869,2.44E-06,-0.418252545,0.039,0.108,0.046574938,B cell
BNIP2,BNIP2,2.46E-06,-0.536723371,0.117,0.198,0.047024885,B cell
ITPA,ITPA,2.55E-06,-0.383206493,0.074,0.153,0.048703899,B cell
PRDX3,PRDX3,2.62E-06,-0.577107778,0.171,0.245,0.049983902,B cell
IKZF1.1,IKZF1,2.70E-06,-0.652986806,0.117,0.197,0.051563919,B cell
NOB1,NOB1,2.70E-06,-0.293804323,0.033,0.1,0.05162365,B cell
PLP2.1,PLP2,2.74E-06,-0.974749667,0.36,0.374,0.052344448,B cell
ACAT2.1,ACAT2,2.87E-06,-0.368784724,0.035,0.102,0.05491498,B cell
TMEM9B,TMEM9B,2.95E-06,-0.592568471,0.145,0.221,0.056378381,B cell
LILRB4.1,LILRB4,3.00E-06,-0.288942179,0.035,0.102,0.057385807,B cell
NUP214,NUP214,3.04E-06,-0.39607457,0.058,0.131,0.058095742,B cell
PTDSS1,PTDSS1,3.06E-06,-0.371200707,0.056,0.13,0.058549764,B cell
RNF7,RNF7,3.09E-06,-0.759006851,0.254,0.309,0.05904198,B cell
NACA2.1,NACA2,3.09E-06,-0.669920787,0.158,0.234,0.059103703,B cell
SF3B4.1,SF3B4,3.10E-06,-0.392063542,0.048,0.119,0.059252451,B cell
TERF2IP.1,TERF2IP,3.14E-06,-0.974876048,0.442,0.421,0.060041594,B cell
CCL4L2,CCL4L2,3.17E-06,-1.255631922,0.046,0.116,0.060488978,B cell
ZC3H13.1,ZC3H13,3.32E-06,-0.697163927,0.184,0.256,0.063409962,B cell
PQLC3,PQLC3,3.35E-06,-0.497722144,0.1,0.179,0.064053996,B cell
SNAPIN,SNAPIN,3.36E-06,-0.315806372,0.043,0.112,0.064123212,B cell
THYN1.1,THYN1,3.39E-06,-0.425454008,0.065,0.14,0.06477634,B cell
DNAJB14.1,DNAJB14,3.43E-06,-0.608848473,0.106,0.183,0.065557777,B cell
EIF3G,EIF3G,3.46E-06,-0.838826643,0.469,0.429,0.066018666,B cell
HERC1,HERC1,3.48E-06,-0.41502344,0.056,0.128,0.066495211,B cell
FAM120A,FAM120A,3.53E-06,-0.51570036,0.106,0.186,0.067513713,B cell
CEP57.1,CEP57,3.59E-06,-0.5240562,0.085,0.163,0.068617097,B cell
AIP.1,AIP,3.65E-06,-0.624667702,0.148,0.224,0.069650653,B cell
NDUFA12,NDUFA12,3.70E-06,-0.675928993,0.223,0.285,0.070616914,B cell
MXD1,MXD1,3.70E-06,-0.604130361,0.117,0.199,0.070617667,B cell
IER5,IER5,3.77E-06,-0.632210264,0.069,0.144,0.072045928,B cell
SYNE2.1,SYNE2,3.81E-06,-1.122885268,0.193,0.259,0.072754656,B cell
TFDP2,TFDP2,3.92E-06,-0.499966673,0.069,0.143,0.07494845,B cell
SSR2,SSR2,3.96E-06,-0.661224624,0.774,0.581,0.075714651,B cell
AKAP9,AKAP9,3.99E-06,-0.449566793,0.542,0.281,0.076246932,B cell
BRD4,BRD4,4.01E-06,-0.606050848,0.134,0.211,0.076550034,B cell
CD58,CD58,4.01E-06,-0.347985779,0.045,0.114,0.076671561,B cell
RCAN3.1,RCAN3,4.05E-06,-0.511260449,0.054,0.125,0.077378611,B cell
TSR2.1,TSR2,4.06E-06,-0.43197751,0.054,0.125,0.07761811,B cell
NDUFB11,NDUFB11,4.10E-06,-0.697297965,0.707,0.54,0.078252446,B cell
DDX54,DDX54,4.21E-06,-0.407221055,0.059,0.132,0.080530833,B cell
TRIP12,TRIP12,4.32E-06,-0.459482825,0.061,0.134,0.082585193,B cell
CTD-3252C9.4.1,CTD-3252C9.4,4.40E-06,-0.708727608,0.102,0.179,0.083975184,B cell
TM2D3,TM2D3,4.59E-06,-0.518585111,0.104,0.182,0.087642414,B cell
C1QB.1,C1QB,4.63E-06,-2.572481924,0.076,0.15,0.088547041,B cell
NPC2.1,NPC2,4.67E-06,-0.941959717,0.827,0.406,0.089147559,B cell
TAP1.1,TAP1,4.72E-06,-0.906351677,0.293,0.333,0.0902728,B cell
LDLR.1,LDLR,4.80E-06,-0.409375977,0.039,0.105,0.091645746,B cell
CHORDC1.1,CHORDC1,4.80E-06,-0.888402777,0.249,0.301,0.091701622,B cell
GPCPD1,GPCPD1,4.80E-06,-0.539016388,0.093,0.169,0.091737664,B cell
RHBDD2.1,RHBDD2,4.83E-06,-0.573043524,0.085,0.162,0.092348874,B cell
CFDP1.1,CFDP1,4.99E-06,-0.620354142,0.115,0.192,0.095289718,B cell
BID,BID,5.04E-06,-0.759681713,0.208,0.271,0.096325633,B cell
THUMPD1.1,THUMPD1,5.22E-06,-0.476240768,0.063,0.135,0.099757712,B cell
MTCH1,MTCH1,5.24E-06,-0.586328701,0.16,0.234,0.10007889,B cell
IDH3B,IDH3B,5.63E-06,-0.461498021,0.104,0.18,0.107552014,B cell
C19orf70,C19orf70,5.72E-06,-0.763040021,0.234,0.29,0.109351817,B cell
PDS5A.1,PDS5A,5.90E-06,-0.412745631,0.05,0.119,0.112637327,B cell
SF3B6.1,SF3B6,5.90E-06,-0.769222155,0.347,0.364,0.112708697,B cell
GLOD4.1,GLOD4,6.05E-06,-0.423523826,0.063,0.135,0.115578695,B cell
ARIH1,ARIH1,6.10E-06,-0.64078125,0.13,0.205,0.116509662,B cell
NIN.1,NIN,6.12E-06,-0.442308564,0.059,0.131,0.116988691,B cell
RIF1.1,RIF1,6.20E-06,-0.37961067,0.037,0.102,0.118461049,B cell
C6orf62,C6orf62,6.25E-06,-0.767226906,0.212,0.274,0.119488994,B cell
NUB1.1,NUB1,6.32E-06,-0.433556713,0.046,0.114,0.120759468,B cell
JOSD1.1,JOSD1,6.54E-06,-0.565953967,0.091,0.166,0.124996257,B cell
MRPL13,MRPL13,6.79E-06,-0.404992833,0.072,0.146,0.129741856,B cell
KXD1,KXD1,6.89E-06,-0.455496131,0.085,0.16,0.131594658,B cell
U2AF2.1,U2AF2,6.93E-06,-0.403924805,0.061,0.132,0.132337234,B cell
RASGEF1B,RASGEF1B,6.98E-06,-0.668759808,0.089,0.163,0.133415045,B cell
LGMN.1,LGMN,6.99E-06,-0.660155581,0.043,0.109,0.133549304,B cell
NFKB1,NFKB1,7.24E-06,-0.595676191,0.13,0.207,0.138345465,B cell
MAZ.1,MAZ,7.40E-06,-0.374295514,0.041,0.106,0.141347509,B cell
LRBA.1,LRBA,7.49E-06,-0.429421993,0.045,0.111,0.143105981,B cell
GPATCH8.1,GPATCH8,7.60E-06,-0.600535854,0.106,0.18,0.145197925,B cell
PTEN,PTEN,7.67E-06,-0.328661089,0.046,0.114,0.146564579,B cell
THOC7,THOC7,7.73E-06,-0.591067648,0.132,0.205,0.147677545,B cell
CLECL1,CLECL1,7.77E-06,-0.313516631,0.039,0.103,0.148418762,B cell
PPP2R5C.1,PPP2R5C,7.79E-06,-0.906999048,0.358,0.371,0.148898501,B cell
ERICH1,ERICH1,8.08E-06,-0.581135165,0.106,0.18,0.154323245,B cell
WDR45B,WDR45B,8.08E-06,-0.277348242,0.039,0.103,0.154460411,B cell
PEA15,PEA15,8.29E-06,-0.324379868,0.043,0.108,0.158375492,B cell
RQCD1,RQCD1,8.41E-06,-0.3181633,0.039,0.103,0.160736712,B cell
CARD19,CARD19,8.50E-06,-0.363987011,0.046,0.114,0.162386942,B cell
CAB39,CAB39,8.56E-06,-0.370649319,0.043,0.108,0.163584696,B cell
PSMA5.1,PSMA5,8.57E-06,-0.665654036,0.204,0.266,0.163716229,B cell
TOPORS,TOPORS,8.64E-06,-0.533133401,0.082,0.154,0.165132278,B cell
MTF2.1,MTF2,8.70E-06,-0.463754544,0.061,0.131,0.166277158,B cell
PNISR.1,PNISR,8.73E-06,-0.832518077,0.451,0.426,0.166765558,B cell
NUP58.1,NUP58,9.20E-06,-0.433449751,0.058,0.127,0.175737431,B cell
UBA3,UBA3,9.25E-06,-0.334940046,0.043,0.108,0.176763205,B cell
ZNF131.1,ZNF131,9.39E-06,-0.618104567,0.098,0.172,0.179474516,B cell
MIEN1,MIEN1,9.42E-06,-0.598971186,0.174,0.242,0.180055841,B cell
NABP1,NABP1,9.43E-06,-0.799739473,0.208,0.268,0.180215097,B cell
DDX27.1,DDX27,9.52E-06,-0.722327108,0.154,0.224,0.181801088,B cell
PPA1,PPA1,9.57E-06,-0.84826481,0.386,0.378,0.182764642,B cell
NFKBIE,NFKBIE,9.63E-06,-0.409310202,0.061,0.131,0.18400664,B cell
TNIP2.1,TNIP2,9.69E-06,-0.426509576,0.056,0.124,0.185074203,B cell
POLR2J3.1,POLR2J3,9.98E-06,-0.885734126,0.256,0.301,0.190715442,B cell
NTAN1,NTAN1,1.02E-05,-0.369589322,0.061,0.131,0.194653458,B cell
G3BP1.1,G3BP1,1.03E-05,-0.643703808,0.152,0.224,0.196891238,B cell
TAF11,TAF11,1.03E-05,-0.425716193,0.074,0.146,0.197082523,B cell
PSMB1,PSMB1,1.18E-05,-0.771198414,0.614,0.493,0.225608714,B cell
SERPINA1.1,SERPINA1,1.18E-05,-0.370842135,0.43,0.227,0.225878852,B cell
CEBPZ.1,CEBPZ,1.18E-05,-0.779233648,0.173,0.239,0.225987317,B cell
YAF2.1,YAF2,1.21E-05,-0.558035048,0.087,0.159,0.232125498,B cell
UQCRQ,UQCRQ,1.23E-05,-0.70413402,0.649,0.511,0.235343816,B cell
POLR2A,POLR2A,1.25E-05,-0.450092691,0.08,0.151,0.238850886,B cell
KAT6A.1,KAT6A,1.28E-05,-0.452574221,0.048,0.114,0.244558468,B cell
SLC25A37,SLC25A37,1.28E-05,-0.347161587,0.043,0.106,0.244691184,B cell
ITGAL.1,ITGAL,1.31E-05,-0.456954339,0.052,0.118,0.25085213,B cell
GPATCH2L,GPATCH2L,1.35E-05,-0.411478864,0.069,0.138,0.257313924,B cell
APEX1,APEX1,1.38E-05,-0.572107727,0.161,0.23,0.263818199,B cell
